date,text
2018-04-23 11:08:20,Remember seeing the Georges Cross everywhere in Mallorca even a massive one on a hillside and thinking thats a b 
2018-04-23 11:08:20,@CecilyHoll @Bham_Childrens @PICU_BCH Thats exactly what I was doing-
2018-04-23 11:08:22,Three things that have happen at Ibrox 1 Dave King becomes is full time chairman in Glasgow or steps aside   2Ste 
2018-04-23 11:08:23,St Georges Day Shakespeares birthday Shakespeares death day &amp #royalbaby day The media will implode
2018-04-23 11:08:24,@MikAlexH Im not sure they were Mike perhaps they were just going about their business their daily lives that in 
2018-04-23 11:08:24,what a QUEEN  
2018-04-23 11:08:25,We are delighted to launch the new website for Gartlan Furey Solicitors with crackin photography from the ever ama 
2018-04-23 11:08:25,so each year in the springsummer my freckles come out and this year I have gotten freckles on my lips and I keep t 
2018-04-23 11:08:25,theres so much going on in this video 
2018-04-23 11:08:25,@Snackbyte @Verycritical Does the plot ever stop being shit I just beat the big giant in the big hole and then the 
2018-04-23 11:08:25,@_KateWhitaker reports #live in #Bradford as the world awaits the arrival of the #RoyalBaby  Tune in to BCB 1066fm 
2018-04-23 11:08:26,@Jpahart Thursday May 3rd and its our 1 year Birthday party - spread the word  Free Tickets here 
2018-04-23 11:08:26,@kate_sentance LMAOOOO STOP
2018-04-23 11:08:26,Let me bless my TL with Deborahs Beautiful voice @lovedayasoul  singing My Lover by @Not3sofficial 
2018-04-23 11:08:27,@OStonestreet Nothing worse than a woman in a testosterone fuelled rage right 
2018-04-23 11:08:27,Yesss Less chance of snow preventing me getting to Exeter gig this time  
2018-04-23 11:08:27,@thehistoryguy Thats more like it
2018-04-23 11:08:28,Happy St Georges Day Portobello Road Wishing our royal neighbours good luck today as they get ready to welcome an 
2018-04-23 11:08:29,@Clinnick1 @GlenBatten1 @DRSgovuk @greateranglia @networkrail @WherryLines Ive been in Norwich since 1108 after ge 
2018-04-23 11:08:30,@efilrofsbih Nearly
2018-04-23 11:08:30,@vmjcarruthers @TheChapmanette Exactly 
2018-04-23 11:08:30,A big Thank You to @Gentrack for their sponsorship of WUN  Without our sponsors we would not be able to get toget 
2018-04-23 11:08:31,i think molly is my soul mate but in like a friend way ive never loved anyone more
2018-04-23 11:08:30,@SouthernWater can you take a look at replacing this broken cover please One child has already come close to fall 
2018-04-23 11:08:31,The latest Snapchat Discover channel promises to get inside your head using Japanese psychology SNAP 
2018-04-23 11:08:31,@LordFroggy Going to a lecture there during the week
2018-04-23 11:08:30,Happy Monday everyone To start your week on a fabulous note were giving away two tickets to Desiree Burch th 
