date,text
2018-04-26 08:35:31,@SamanthaFaiers where is your blue and white loungewear from that you wore out for breakfast n shopping in Paris X
2018-04-26 08:35:31,Agree httpstcoGV7IvP187c
2018-04-26 08:35:31,@GovMikeHuckabee Doesnt the state of Arkansas have problems you should be attending to httpstcozqnxqyhZzA
2018-04-26 08:35:31,@holliesinger yes lawd xx
2018-04-26 08:35:32,@UtdBeforeFergie Think he was much more than that actually He wasnt a battering ram but a subtle player who could httpstcomIqBTFamyY
2018-04-26 08:35:32,Day 4 of #HannoverMesse2018 and heres a little treat for you  Weve walked the walk but now its time to talk httpstcovqCUclvDwa
2018-04-26 08:35:33,@ThVeniceInsider @DetourismVenice I was really quite surprised that there wasnt the _huge_ variety I had been led httpstcocOcS3cGDL2
2018-04-26 08:35:33,0800 065 4401 free phone httpstcol6rJxOjV2v
2018-04-26 08:35:34,Religious people often become like the God they believe in   httpstcoGZa7M5DAXz httpstco4efAB3RaRh
2018-04-26 08:35:34,Such a great gig yesterday Met some awesome ppl and got invited back for a booked slot Cant wait x
2018-04-26 08:35:33,So fucking ready @captainmarvel @brielarson @MarvelStudios #CaptainMarvel #2019 #MCU #caroldanvers httpstcoDqIJtoLzxd
2018-04-26 08:35:34,@breenster Yes I believe so If you dont opt in they should remove your details
2018-04-26 08:35:34,Did you know that you could optimise #PowerBI #performance with a few simple steps Join our webinar here httpstcofPiAwsmo5d
2018-04-26 08:35:34,What a guy and what a player  httpstco5qtiHqBaTx
2018-04-26 08:35:35,Prosecco is lethal
2018-04-26 08:35:35,@LittlForestFolk @WetWednesdays_ Looks wonderfully whimsical The adorable #WhimsyWood #family #characters and I wo httpstco2xUXUwmKoY
2018-04-26 08:35:36,Wind 74 mph WSW Barometer 100996 hPa Rising Temperature 97 C Rain today 00 mm Humidity 73%
2018-04-26 08:35:36,Literally cant stop banging I See You Shining 
2018-04-26 08:35:37,@Broadsider01 You might be right but on a more positive note and to keep a bit of interest going its never over ti httpstcomFLGR5ozhr
2018-04-26 08:35:36,Pay day and I missed out In the very unlikely chance of you Footy poofs having a singular brief for this l will p httpstcoCKG61fS1Sz
2018-04-26 08:35:38,@FXMC1957 @Perlalaloca Thought that was the cover of Groove Is In The Heart
2018-04-26 08:35:38,Do you think Kane really cares about that tweet He probably couldnt understand it anyway He still has to put his httpstcoJJ6n3oCAoj
2018-04-26 08:35:39,@KensingtonRoyal @AusHouseLondon @NZinUK @wabbey Royal Baby name for the new prince Congrats to William and Kate i httpstco1oT15FMToZ
2018-04-26 08:35:39,Good luck to all involved especially the amazing @evekennerleyxo and @tillywilkes3  httpstcouXFLprYdC3
2018-04-26 08:35:38,Me after watching Infinity War last night httpstcoQ38ctI2fwR
2018-04-26 08:35:39,One of the best sticky toffee puddings about and #CotswoldBrew on tap httpstcoIddjfxbVTz
2018-04-26 08:35:40,This evening in #Taunton at the @CICCICTaunton  a free screening of @PlasticOceans 630pm httpstcoy5mrtv7YiE
2018-04-26 08:35:40,*LAST WEEK OF SPECIAL #OFFERS*  SMALL #CARS - JUST 75  #FRIDAY - MONDAY Includes #VATBreakdown &amp #Insurance   httpstcoglgGuKm7n8
2018-04-26 08:35:41,@SianElvin Im about to do a Triathlon and my body is the shake of a Christmas pudding
2018-04-26 08:35:41,@_Mr_George Lol Awesome 
2018-04-26 08:35:42,@cutlerstom @agricontract Which rain log app do you use Tom I can only find paid apps 
2018-04-26 08:35:42,@bbc5live @NickyAACampbell has TSB been working at the Home Office
2018-04-26 08:35:43,Sleeping   rocks about httpstcoDYoFCqJ2uZ awakened by a new day  httpstcoZJ8qZI7xd4
2018-04-26 08:35:43,After completely forgetting to put my selections forward for The Heavy Music Awards I can at least say I have voted httpstcoBYPdvkL8ee
2018-04-26 08:35:43,@thehill Offers to personally review AKA wants to get rid of anything incriminating before anyone sees it Who httpstcomK94z8gw0S
2018-04-26 08:35:44,@welcomet0nature @RobertPhilbri12 Full 
2018-04-26 08:35:45,Yaaaaaay got a space right outside work to lug all my stuff in 
2018-04-26 08:35:45,All of our #Conservatories  are individually designed and manufactured to meet your necessities If  you are unsure httpstcoiBv9dkObUd
2018-04-26 08:35:46,Heybridge Weather 260418 at 0935 Temp 134C 24hr rain 00mm Pressure 10164mb WindNE 31mph
2018-04-26 08:35:47,Build a better me they said Well Im building But I might have the wrong materials httpstcoUR2Bklthbn
2018-04-26 08:35:47,New job ooportunity within our amazing Travel Training team in Hounslow #GetInvolved   httpstcogWL3Q1bx8y
2018-04-26 08:35:48,Ive got a bit of a bad feeling about today Walked past like 4 goths on ma way into work this morning
2018-04-26 08:35:48,If youre watching #retrieval2018 from afar give us a wavesay hello  Always interesting to see where the message httpstco4rQB8a6Ocf
2018-04-26 08:35:48,@CardiffRugbyWeb @CardiffBluesSC Thank you  Ill check it out
2018-04-26 08:35:49,@marceline Its just so elemental
2018-04-26 08:35:49,Horrible to see the self proclaimed  yummy mummy  crew actively encourage their daughters to be vacuous superfici httpstconfgx1JlF4v
2018-04-26 08:35:49,@Phil_Sandford @Sonjamclaughlan Took 3 months to get rid of the womble in the first place Damn shame
2018-04-26 08:35:49,Oh dear well we told you so httpstcoyYJMvmUZUi
2018-04-26 08:35:49,Im excited also but more excited that I just went onto Ticketmaster and standing tickets for Noely G were availabl httpstcoxomZwFuoCw
2018-04-26 08:35:50,Still looks like an alien  httpstcoQLz28DTCFj
2018-04-26 08:35:50,News flash your precious angel may be  popular  in your mind but as an adult she will struggle in the real worl httpstcoYqeG7V2KoF
2018-04-26 08:35:50,@emilycodd_ Ah damn I miss you so much Thank you babes Love you
2018-04-26 08:35:51,@BUNAC_UK listening to Ella and Chris talk about all things #WorkAustralia last night has made me even more excited httpstcoPR2VI387ul
2018-04-26 08:35:51,@thisthomas @infinitecitypod Did you get it Thomas
2018-04-26 08:35:53,BREXIT MEANS BREXIT httpstcoexPCXXFoQh
2018-04-26 08:35:53,Check out my Speedtest result How fast is your internet httpstcoqh5Rzy8Tg6
2018-04-26 08:35:53,like what I can smell the weed pull up in the bm long body like a centipede
2018-04-26 08:35:53,Iron Maiden w Big Phil last year   #ThrowbackThursday #TBT @ Manchester Arena httpstcouAIV1npq1K
2018-04-26 08:35:53,We are so excited for our first LEATHER ESPADRILLES shoe making workshop with Juta Shoes Spend Sat morning craftin httpstcoggi7vHUJG3
2018-04-26 08:35:54,@ShaunF1969 Need to get these type of events streamed #NotEveryoneIsInLondon
2018-04-26 08:35:54,@or_pip Hell hath no fury like a woman scorned httpstcoOfodyKYzga
2018-04-26 08:35:55,@CHMPBEGFORSDLA The thing is Rod the anti-Jeremy army are constantly telling bare-faced lies Some may have convi httpstcoK8zKHIlh81
2018-04-26 08:35:55,We are tickets sold out on website Ive got a few left pop up before they go
2018-04-26 08:35:56,@Pennybristow_x Hahahahaha bet the dog enjoyed it 
2018-04-26 08:35:56,@AdrianCroydon less than you think to both statements Do some research
2018-04-26 08:35:56,NEW POST Yesterday we checked out #myfairygarden which was sent to us by @Toys_and_games for an httpstcoWEzYidrTjs
2018-04-26 08:35:56,@SouthLondonClub Miss J Young pie &amp mash shop Coldharbour lane used to be in there 3 times a week #Pie&ampMash
2018-04-26 08:35:56,With participants from @EMEC_Ltd @marinescotland PNNL Hawaii Chile and many more EIMR has been very interestin httpstco0Xa7e5S5O3
2018-04-26 08:35:57,Is your #socialmedia more of a drip than a flow httpstcoO4TbjxgMeC
2018-04-26 08:35:57,For all those in Dublin the Immunometabolism Forum is on Today at 4pm @tcdbi @tcdTBSI  Followed by the httpstcolMrpokYUs2
2018-04-26 08:35:57,@jujupetals68 He is adorable and I may have a crush on him now 
2018-04-26 08:35:57,@StephenNolan @PSNITraffic I was out cycling this morning on the Magherascouse Rd Ballygowan Depressing to see tha httpstcol8RAKUW7ck
2018-04-26 08:35:58,2years ago and now were bleached blonde hoes httpstcoBFLCarhetQ
2018-04-26 08:35:58,Ahit was two slides later But interesting what the headline was
2018-04-26 08:35:59,@StockportDiesel @KTMGordo @MartinSLewis Exactly what I was going to point to One thing is completely time specifi httpstco5EeNZQ4Mp3
2018-04-26 08:35:59,If Liverpool won the CL then this year Ballon dor belongs to Mohamed SALAH otherwise CR7 will take care of it
2018-04-26 08:36:00,Today is Lesbian Visibility Day Lets celebrate the amazing contribution made by the L in LGBT+  httpstcoyhhQfAfZuW
2018-04-26 08:36:00,Good weather to catch a vibe
2018-04-26 08:36:00,@emmadentcoad @JeremyCorbyn4PM @jeremycorbyn This election is already lost for Labour because of splits on Brexit
2018-04-26 08:36:00,Its the @Liverpool_CFA Senior Cup final between @MarineAFC  and the holders @PrescotCablesFC  so get to the MT httpstcodLOPnMfd9M
2018-04-26 08:36:02,After bread and jam last night for teawashed down with a battered mars bar its day two of the Perth festival O httpstcoiDozp1XgjR
2018-04-26 08:36:01,@TFIupdates @Buseireann Taxsavers not really time savers have been on BE  taxsaver ticket for for their X12 Route httpstcoektI9mQkZm
2018-04-26 08:36:02,@GraysonDolan im happy youre happy  i love u
2018-04-26 08:36:00,@emmadentcoad @jeremycorbyn We were yesterday evening and we are out again this evening Then we help out marginal httpstcoGLzVgUAmz1
2018-04-26 08:36:02,@rushy6 That brings his research into question then doesnt it because any fan could have told him that
2018-04-26 08:36:02, Just another beautiful day in the office  @Sanita_Gourley #work #workworkwork #lovemyjob httpstcoAJWcdlPdJX
2018-04-26 08:36:02,Yo Uncle @SnoopDogg is TOO FUNNY #kanyewest httpstcoSkeZ4ESEfC
2018-04-26 08:36:03,Stevie G dont u fuckin dare mate
2018-04-26 08:36:03,@whiteteddybear5 @Guclunecmi1 @Misha19800 @cheyenne8304 @marielleixa34 @poupouch48 @Didinette02 @rog_tey Wish my cats did that
2018-04-26 08:36:03,An exciting and inspirational day ahead at the #trusteeexchange conference @tracey_crouch opens the day httpstcoenOcUSk2gp
2018-04-26 08:36:03,Nice to see a #strawhat in #Leeds #hotweather on the way #headrowleeds #charcoaldrawing httpstcoQQlb4zfPfC
2018-04-26 08:36:03,En route to @FairlineLtd to show our @teamparkeracing @BentleyRacing GT3 Car Cant wait to see their factory httpstcoAYUnMWOXZk
2018-04-26 08:36:03,@Tipsywitch78 Thats a factx
2018-04-26 08:36:04,@WalesDeafRugby are 7s World Cup champions get in there 
2018-04-26 08:36:04,@Grouse_Beater @FionaKabuki @BenSand00888958 @DavidLammy Depends on your prospects for further income in the future
2018-04-26 08:36:04,@ScottEyton @foamygoodbye Deffo get it booked walk with snacks as well
2018-04-26 08:36:04,Its sad u cant post pictures of artists you took bc ppl will steal them and say they took them
2018-04-26 08:36:05,@gillesdoignon Well done Gilles
2018-04-26 08:36:05,@Nihonbashicap @Susannah_J @Jorge_orwell @HabsyP @fashionpansy @melindiscott @Little_G2 Sort of In town in tcountry 
2018-04-26 08:36:05,We may face situations beyond our reserves but never beyond Gods resources #dailydevotion httpstcosa5mHNSnYh
2018-04-26 08:36:06,Especially who was the HS for a decade when the HO went all out httpstcoMADxVlHFY5
2018-04-26 08:36:06,@tendollarsuckyd Why so aggressive  What happened to you Do you need a hug
2018-04-26 08:36:06,Old school classic MTB at its best #bringingbackaclassic #makingitbetter httpstcosl9F5CzVsQ
2018-04-26 08:36:06,@Brexit Rubbish banks supporting Brexit will benefit from legal money laundry
2018-04-26 08:36:07,Where has my energy gone  #stravacycling #stravaapp #reliveapp #voodoowazoo #voodoobikes httpstcou8qRH7avFA
2018-04-26 08:36:08,Go and see this man httpstcoLR7yImEx5F
2018-04-26 08:36:08,@mauricehalton @PaulPester @TSB More likely sat at home in the sun doing f all laughing at the way him and his Span httpstcoUpDxMzDKZi
2018-04-26 08:36:08,@theactualclaire @martinbamford @cssgareth @DavidPenney10 @fryer_nathan @MavenAdviser And the random ladder 
2018-04-26 08:36:09,I wrote a mini blog this morning about anticipatory grief its short its important please read @FluidMotionTC httpstcoz98E6zWBiT
2018-04-26 08:36:10,@Kimstermagnum I can imagine its the same across a lot of sports at the lower levels Wont be scrutinised like the top tournaments
2018-04-26 08:36:10,@MichaelPainte10 @ZJemptv Agreed the point is still valid  Its true Zinnia youre still Male Zinnia Its physica httpstco5yjyLpjQxZ
2018-04-26 08:36:11,@nowthisnews feeding his complexhe might drop dead tomorrowwho onow what would happened with 3 kitchens httpstco1C1jNwXW4Z
2018-04-26 08:36:11,My favorite #snack at the moment cant wait to try the #peanutbutter one  @DeliciouslyElla httpstcovDL84OaKCp
2018-04-26 08:36:11,#Stop the Blame Game in your #relationship httpstcoYDF48Bvr6b #ThursdayThoughts #psychology
2018-04-26 08:36:11,A horse carrying tourist gear collapsed in the Grand Canyon only to be kicked in the face by the wrangler witnesse httpstcow8dopBM1qM
2018-04-26 08:36:12,No keen on Gerrard at all if its true
2018-04-26 08:36:12,@kbyrne7 @kirkleescollege @SGWeberUK That banner is great We would love one for our workshop 
2018-04-26 08:36:12,@SWIBAwards @SarahCookBiz @brilliantfish Thats so cool 
2018-04-26 08:36:13,Id say you look nice but your top is really creased thanks Paulie 
2018-04-26 08:36:12,Bit of a shuffle this morning cos of strong crosswind oh and a late night last night Right now to work and a httpstcoN5Ru3AuVAe
2018-04-26 08:36:13,Could be worse views for work#Matlock #Derbyshiredales httpstcoK7d1Oy1Ale
2018-04-26 08:36:14,Does size really matter @ London United Kingdom httpstcoaS1WM4Jbc5
2018-04-26 08:36:14,@DannyJonahJones And you played like him
2018-04-26 08:36:14,Lovely behaviour of Arabs in Malaysia- breaking rules by sitting in a womens only coach  What do you expect They httpstcoXywrAlnQiv
2018-04-26 08:36:14,This is a bit tidy @GolfVlogsUK httpstco6mFHMyuh0X
2018-04-26 08:36:14,So excited for Infinity War tonight  gunna be so good
2018-04-26 08:36:15,Good morning @Joe_Sugg 
2018-04-26 08:36:15,whos going hara birmingham n wanna come up to cam w me cos imma little pussy
2018-04-26 08:36:15,@queenvicnic @TwangMusical It was a joy to watch you perform again  and you defied gravity with bells on With 2 exclamation marks
2018-04-26 08:36:16,I say it how I see it Alder hey refused to let Alfie Evans go to Rome because he may suffer despite being on vent httpstcofnAx7uTU8T
2018-04-26 08:36:16,Me so just the electrics to do now then Him nah Im not gonna bother
2018-04-26 08:36:17,This isnt about whether the doctors are right in their prognosis they may well be But they were wrong about him httpstcoq38uZZHUG8
2018-04-26 08:36:17,@jeremycorbyn The Labour Party were daam good at self immolation just before elections
2018-04-26 08:36:17,@YouMustBeAnna @andrewlomas Therell always be one cloaked in empathy
2018-04-26 08:36:17,Slow Diddley  #UnintelligentBands
2018-04-26 08:36:17,Not if shorts still at club httpstcoxwjHjwyGtK
2018-04-26 08:36:18,@hankandkath EXACTLY  Off you go then
2018-04-26 08:36:18,Spring defined @ RHS Garden Wisley httpstcojHYFqYgeOk
2018-04-26 08:36:18,Nice to see Spencer resident Rose Agar get some well deserved recognition  httpstcoRSKiqzfIRc
2018-04-26 08:36:18,Its 5050 here httpstcoqD8CjwTiCa
2018-04-26 08:36:18,one stoke ticket needed message me @LFCfacevalue
2018-04-26 08:36:20,Cliff Bastin shirts and medals from the 1930s are the Holy Grail My budget for 30s stuff stretched to a programme httpstcoHarBZAECWk
2018-04-26 08:36:20,Eden Movement have started indoor free running classes for 8 - 12 years plus at Michael Woods Sports and Leisure Ce httpstcoj5WRX8L5GQ
2018-04-26 08:36:20,@brightonseo Ill be travelling down later today but still getting #fomo 
2018-04-26 08:36:20,Thanks John great feedback I am a VERY serious man httpstcoKqfZMXenyz
2018-04-26 08:36:21,@SirRichardLeese explains that Man City Council make 5myear from the ownership of the Etihad Stadium   At 7mye httpstcofDIQPBMAd9
2018-04-26 08:36:22,@guerillacricket but 90% of your tweets are about the IPL
2018-04-26 08:36:22,Is this actually happenning IS IT  #BTS #LasVegas #BBMAS @BTS_twt   @lozzawayne @Ennziee &amp another admi httpstcoUkRlvFaCp4
2018-04-26 08:36:22,Last week in the sun with my Mum  #tbt #london #bestmum #hollandpark @ London United Kingdom httpstcoQYS6wFTed8
2018-04-26 08:36:23,@Pinklinkladies @The_Gazette @Linda_URP please RT httpstcoWsVMCWoQNE
2018-04-26 08:36:23,Hope @EddieHearn @anthonyfjoshua accept the $50m Shame the fight wont be in the UK though @BronzeBomber could ha httpstcoVb5JFQyK4E
2018-04-26 08:36:24,@cheapyxo so where do the Azealia Banks tweets go 
2018-04-26 08:36:24,@cumbriaoldrural Sad isnt it  was a great team game
2018-04-26 08:36:24,I wish I knew about @breatheHR while I was CEO of @FYTtweets If you have a staff team of less than 250 Ive found httpstcoxlmpmwUl1N
2018-04-26 08:36:24,Great that Ox will be available for pre season
2018-04-26 08:36:25,@CTLtogether @redhousefarm @MMUEducation @aaronsaxtons Thank you were proud to have a great working environment f httpstco0kk97Mkyew
2018-04-26 08:36:25,@MartinDaubney Its because youre an idiot
2018-04-26 08:36:25,supporting donald trump is a personality httpstcoWJxc6gHLF0
2018-04-26 08:36:26,@blahc_24savage Life doesnt ignore any part
2018-04-26 08:36:26,@CAJ1961 I agree you could go and see good band every week 
2018-04-26 08:36:25,These scandalous and mendacious images were used to convince people to vote to leave the EU   Those same peoples httpstcowWVMUXTzsm
2018-04-26 08:36:26,Stevie G a swear to fuck
2018-04-26 08:36:26,Nigel Farage says he will leave Britain if Brexit is a disaster httpstco1oazsAOFAn Far from being a patriot httpstcoSfOnYrQIJA
2018-04-26 08:36:27,@KyleGallner because I follow you now yes
2018-04-26 08:36:27,Find it proper weird how people born in 2000 are going clubbing now 
2018-04-26 08:36:27,This Saturday night 70s 80s #Disco in #Taunton at the @CICCICTaunton httpstcoFlwNsFNnYd
2018-04-26 08:36:28,@melbourne88 @CelticFCSLO @CelticFCTickets Ive always been 4 but this time 6 so should be ok
2018-04-26 08:36:28,all of duke dumonts songs will be on my summer playlist every goddamn year 
2018-04-26 08:36:28,@tonyblackburn @SwanstonRobert obviously before he gave her the brush off 
2018-04-26 08:36:29,@JeremyDuns Get this bit about hijacking and agreeas to the other comments alluding to certain sections the PLP op httpstco7GOquQe0JS
2018-04-26 08:36:29,Contact us to discuss your move and crate hire requirements httpstcoVKw9QXG2Cj
2018-04-26 08:36:29,How is a 32 year old from Dayton Ohio intimately related to what happens next at Arsenal My piece on exactly why httpstcor1IE8BD7Z7
2018-04-26 08:36:29,yh today is not my day how did I leave the yard with my bra on but not clipped on
2018-04-26 08:36:30,New places to add to the visit list httpstcoTse1zhuzr3
2018-04-26 08:36:30,The main benefit of services like @CarzoneIE is the ability to search thousands of cars around the country  The si httpstcoOcKcD1R2ov
2018-04-26 08:36:31,@onemattjansen @StanhillClaret Not cynical at all proud Claret Love to get back when we were all in the top flight derby games every week
2018-04-26 08:36:31,@john_phillis This years keepers is a decent shirt This was passed down to me from my uncle I was only 2 when it was in use
2018-04-26 08:36:31,@IanJustinWatt85 Youre absolutely right mate - but if he is to be named gaffer Only time will tell if hes a natural or not
2018-04-26 08:36:32,My guy War @Marc_Diakiese httpstcotXdoKq47iT
2018-04-26 08:36:32,Its always good to see when hard work and patience start to pay off Good guys working really hard at a good club httpstco9F7Brhn40l
2018-04-26 08:36:33,I just saw a guy stood in the middle of the road stopping cars so his two dogs could stand on the island in the mid httpstco0IQ6PcZ0lV
2018-04-26 08:36:33,@imLucyWatson  missing you on made on Chelsea No one does white girl shade like you #whiteshade httpstcouuy2JrBqqw
2018-04-26 08:36:33,Today were working on a scaffolding specification document for a Principal Contractor client Technical authoring httpstcorcf12xD5O3
2018-04-26 08:36:33,Thanks to @Halfords_uk Penarth Road for displaying our @Velothon flyers support @CityHospice and get free entry httpstcoaY0g0DhxOH
2018-04-26 08:36:33,There is no Planet B  BBC News - Macron to US Congress httpstcoJjgsr5teTV
2018-04-26 08:36:34,@EthanDolan IM SO EXCITED YAY I LOVE U
2018-04-26 08:36:34,@ChrisP9558 @5WrightStuff Agreed  Creating problems where there are none
2018-04-26 08:36:35,#cipdLDshow Looking forward to coaching and mentoring Emma Smythe BAE sytems
2018-04-26 08:36:35,I will be a worldie by September I claim it
2018-04-26 08:36:35,Hunter Language School Word of the Week proper  #wordoftheday #learnenglish #englishword #speakenglish #HunterLang httpstcoyuFXsX9IdD
2018-04-26 08:36:36,@faisalislam And the Home Secretary famed for her meticulous grasp of detail at the time was 
2018-04-26 08:36:36,Dear @LondonMarathon our time line been melting down we hope this issue dealt with @spain @FCBarcelona #TeamSpirit httpstcouspn67kDY5
2018-04-26 08:36:37,As if i got IDed for an energy drink and the lady had to get someone to double check my birthday Im 23
2018-04-26 08:36:37,Astonishednot really it tends to be usual behaviour from US officers police guards soldiers httpstcoUeAdKKL41K
2018-04-26 08:36:37,@catdineva I know something I was thinking about last night Im just really disappointed in some of the people tha httpstcows8TBdnmxa
2018-04-26 08:36:37,Session with @THEJamesAshford today @SteamhausMCR httpstco5FXTgtBjgR
2018-04-26 08:36:39,Thursdays Punchy Picks  340 Stowaway Forever &amp Western Ruler 415 Three Stars 450 Auvergnat 530 Bacardys 605 A httpstco60LlMJ6CD3
2018-04-26 08:36:39,got star-struck and gushy last night at @Hatchards author party  So many writer heroes of mine in one room
2018-04-26 08:36:39,CLiPPA 2018 Shortlist Announced by @clpe1 #CLiPPA2018 httpstcoN3EIeUHGin
2018-04-26 08:36:40,@Wowitsrohan @tylercorsair Not an insult Note the geotag ^
2018-04-26 08:36:39,@GeorgeMonbiot All hail our new overlords httpstcoK2ML5BVjDd
2018-04-26 08:36:41,@CraftBeerLass @samlawton89 @BoozyBorders Me too 
2018-04-26 08:36:41,oooooo exciting panto news coming 
2018-04-26 08:36:42,I used to buy daily paper @WHSmith but because of chocolate at checkout I now go elsewhere @WHSmith stop pushing c httpstcoUUWDeQkUdx
2018-04-26 08:36:42,Talking acting saying showing  promising and provingall are necessary httpstcog7zK1avxLU
2018-04-26 08:36:42,@LaurettaCWright @hitsearch_ruth I saw it and thought of you xx
2018-04-26 08:36:43,#ourbill perhaps you should change your handle falling out with yet another leader strikes one of #angermanagement httpstcoezWKVKPlOq
2018-04-26 08:36:43,Packed conference hall here for Intelligent Automation in Insurance Great debate and discussion in store for our d httpstcoYEuaSzf8dp
2018-04-26 08:36:43,Cara Paton @carapatonx is now trending in #Manchester  httpstcoGQg1u68tjA httpstcomEsN4U5aGc
2018-04-26 08:36:43,Looking forward to the #SFAYouthCupFinal tonight at Hampden Best of luck to the @BaseSoccer clients in both sides httpstcoqPdU5y9qFg
2018-04-26 08:36:44,@interfluidity @AnnPettifor @UnlearningEcon Thats not true
2018-04-26 08:36:44,Wild httpstcolzQhV33MRl
2018-04-26 08:36:44,@TheVampsCon safe travels xxx
2018-04-26 08:36:45,We have a stand at the BEAN Business Exhibition at the Selwyn Samuel Centre in Llanelli SA15 3AE httpstcokZ5O7auD85
2018-04-26 08:36:44,@mattsjwallace playing well Mattkeep it up have a great season
2018-04-26 08:36:45,@SianElvin I am about to do a Triathlon and my body is the shape of a Christmas pudding
2018-04-26 08:36:45,@GraemeBandeira I still need Cubillas and Tostao
