date,text
2018-02-05 12:02:38,@kelvin_goodson Hi Kelvin, we're a new earn money/rewards site just launched last week. Would love to contact you w https://t.co/5mgkSAv6KN
2018-02-05 12:02:41,@eve_sleep Aha! Perfect , if I order today when should I expect for the mattress to arrive?
2018-02-05 12:02:41,Why am I always so enthralled by train travel ..?!
2018-02-05 12:02:41,If you aren't feeling good then use it to fuel the  https://t.co/GMIENVwTaY
2018-02-05 12:02:43,Paleo Muesli from aldiuk with coconut milk, siratcha coconut flakes from @urbanfruit and https://t.co/vZ5Ne0FwYK
2018-02-05 12:02:48,Am more than just a second rate mountebank. I am badASS karaoke singer, so I signed up for @dequelabs sign la https://t.co/b38staKm9w
2018-02-05 12:02:50,Deep fry tofu with authentic japanese curry looks good taste good  @LowerMarshMrkt  @WeAreWaterlooUK https://t.co/En9wIlwSZW
2018-02-05 12:02:52,@TheRobinsBring Peanut butter cookie is calling my name.
2018-02-05 12:02:52,Caramelised Roscoff Onions @HawksmoorLondon today. Spitalfields. @ Hawksmoor https://t.co/L23Fs2CYAc
2018-02-05 12:02:57,Be grateful you're getting fed x https://t.co/ARNVlyarmr
2018-02-05 12:02:59,There are a few factors that impact life insurance premiums. We compare prices on behalf of our customers to ensure https://t.co/wdG05D7jib
2018-02-05 12:03:00,28 days left of working for Kwik Fit Mobile then, been a pleasure but onto big things and bigger  bags
2018-02-05 12:03:01,@HSBC_UK A print out of an online utility bill was refused as proof of address this morning.
2018-02-05 12:03:01,- These beasts still look so good today, even after 30 years! Well Driven will https://t.co/YZfbNrdiA0
2018-02-05 12:03:01,@jakobh888 @easyJet @Gatwick_Airport It really does. I only just Saw JT Out the corner of my eye. Baggage handlers https://t.co/5jEoXtbL2Q
2018-02-05 12:03:04,@FlaVuRh @TodaySpurs Hes actually suck a fucking spastic for that, he had 2 chances all game and they were pens ha https://t.co/Vr2eZRmqOE
2018-02-05 12:03:06,@GrahamRoberts4 @JimWhite @HKane @ErikLamela No mention of Salah waving an imaginary yellow card to get players sen https://t.co/GDnxZZDnDg
2018-02-05 12:03:07,@BBCSport Should be fined for running up and down the touch line like a dickhead.
2018-02-05 12:03:10,These fun and educational packs are suitable for children 4 years old and up.  https://t.co/jnkDQvgPda https://t.co/z2i8DODxKS
2018-02-05 12:03:11,Loving these bars! As ever, am mixing up my nutrition options to keep it interesting but this definitely feels like https://t.co/TTU3raUmw3
2018-02-05 12:03:12,@k8pants Hahaha - you heard things at 6am then? Mass panic in the building for about 15 minutes earlier 
2018-02-05 12:03:12,@peliqueiro88 @MrTimDunn @OhShaun That still exists as National Rail right?
2018-02-05 12:03:12,Grub was goody
2018-02-05 12:03:13,I'm at @ClasOhlsonUk in Croydon, Greater London https://t.co/n7JKklmflD
2018-02-05 12:03:13,@thelondonheli I'm a little baffled,I have a voucher code for a ldn flight for two. It is over a year expired but h https://t.co/AqDnK6wSMn
2018-02-05 12:03:14,@NappyValleyNet liking the new look/layout website 
2018-02-05 12:03:13,Robin @kewgardens @visitlondon @wextweets @BBCEarth @BBCSpringwatch @WildlifeMag @Telegraph @TimeOutLondon https://t.co/DkJeBqPCEu
2018-02-05 12:03:14,@joshuadajo @mollydrag Hi guys, the film is now available on Amazon Prime in the UK and US. Also available worldwide on Vimeo On Demand
2018-02-05 12:03:16,@tirabbi_isaac @easyJet @Gatwick_Airport Thanks! Hopefully I can actually ride when I get there
2018-02-05 12:03:18,@BadWomble1 @justadon88 @jimhampshire @Ronan_G_Warde @BathWomble @KentWomble Wimbledon Old Centrals, Wimbledon Boro https://t.co/bPUcUVS1YF
2018-02-05 12:03:26,Blue Reflective Surface, @metafrantic is now trending in United Kingdom  https://t.co/QF2zehdAbi https://t.co/EcNh0rOCN6
2018-02-05 12:03:27,Tomorrow's Nailed It. 1. VAR but not as we know it (Vocal Albion Revisionists) 2. The PL run-in 3. Why Glenn Murray https://t.co/1br0oaEvO9
2018-02-05 12:03:30,@CS1872_ Good call, I need to put some banned words in
2018-02-05 12:03:32,@EconUCL @EconSocUCL students - great opportunity! https://t.co/clxA82GeEI
2018-02-05 12:03:33,Seasonal sprinkle.   https://t.co/phmd9M1gRx
2018-02-05 12:03:35,Now thats a cup! https://t.co/cpYZTqmlzL
2018-02-05 12:03:35,Yep @ Pure Aldgate Gym https://t.co/ZyaIB2a5Gx
2018-02-05 12:03:36,A trite point BUT none the less well made... https://t.co/EvJ5L1JcVB
2018-02-05 12:03:39,@landlordtweets @JustLandlords @SocMediaMayhem @LandlordRef @NLCEuk @landlordsfirst_ @landlordwhisprr https://t.co/v8z6g8QPqb
2018-02-05 12:03:39,@chuychoo Sun Ra Arkestra, Sun Ra, Sun Ra Arkestra Under the Direction of Marshall Allen, and Marshall Allen at @t. https://t.co/3onp21vJa3
2018-02-05 12:03:41,Criminal Finance Act 2017 - How does this affect Locum and GP Surgeries? https://t.co/n6gSu42Log
2018-02-05 12:03:44,Every damn time. Except I try this order: U, G, E, B. https://t.co/Q1lUSb63rN
2018-02-05 12:03:45,@Devondogz Bicarbonate solution will get rid of the pong!
2018-02-05 12:03:52,Its bloody snowing in London 
2018-02-05 12:03:55,m and s sushi for lunch x thinking of u 
2018-02-05 12:03:57,gUESS WHO FINALLY WONT BE BROKE AND GO SHOPPING TODAY
2018-02-05 12:04:02,@VodkaGothBitch Not one for condiments then 
2018-02-05 12:04:02,@MrsMeadowsweet @Maomentum_ 'You may say that, I couldn't possibly comment...'
2018-02-05 12:04:03,This Friday 9th February @SonyClassicalUK will release the first-ever 11CD box set of the Juilliard String Quartet' https://t.co/GlnrMn4UJu
2018-02-05 12:04:04,Trying Barre for the first time today. My expectations for myself are pretty low. https://t.co/SANEB1OJWk
2018-02-05 12:04:06,Whatever became of Fritz Langs Metropolis composer? https://t.co/mtINq4F6EQ https://t.co/kGSbWSVEaF
2018-02-05 12:04:06,MY NEW BLOG POST TODAY - D.N.A.i.m https://t.co/ExZK4tmRdZ
2018-02-05 12:04:07,*aquaproductsofficial Combi Cradle*  TFT Price 99.99  Available to pre order now by clicking https://t.co/iq60tBo5S8
2018-02-05 12:04:07,Stigmabase | UK  --- Brexit | Weekend briefing --- --- https://t.co/qVYdChULfq https://t.co/6YMqyHNOjy
2018-02-05 12:04:08,@JohnBoyega Beautiful! 
2018-02-05 12:04:08,Stigmabase | UK  Brexit | Weekend briefing https://t.co/lxMPPODpIm https://t.co/cOVVwkIccR
2018-02-05 12:04:10,@AppleGeek007 I agree I jt - very disappointed. And I really tried listening to it twice .. but nothing 
2018-02-05 12:04:10,Stigmabase | UK  For a world without walls https://t.co/vMuKgQeW3D https://t.co/Y7pmNv4Thp
2018-02-05 12:04:09,Stigmabase | UK  --- For a world without walls --- --- https://t.co/Eq7sy81bBW https://t.co/vfIzEclR5s
2018-02-05 12:04:13,US+THEM UK TOUR CONCERTS   Get Me In {https://t.co/FMQ11WbNJN}  Stubhub {https://t.co/kTdAeHFvCj}  Tic https://t.co/Ekm3jApKfg
2018-02-05 12:04:13,Little breather @ Tate Modern https://t.co/rOGa55fGsE
2018-02-05 12:04:14,@GavinQuinney @joefattorini @vinosity @PlanetVictoria @Christina_SvR  was trying to explain this yesterday to some https://t.co/pO9QgNngwI
2018-02-05 12:04:17,Fresh ombr set for a lovely new client  https://t.co/JHB16UNLHP
2018-02-05 12:04:22,@_KvngKortez , bless bro
2018-02-05 12:04:22,Well done you Jamie Oliver ! ! Providing for your family on the basis of selling to people who wouldnt be https://t.co/R1eSposMAo
2018-02-05 12:04:25,@puntofisso Fair enough
2018-02-05 12:04:25,Of course https://t.co/a0jeqciq1u
2018-02-05 12:04:29,We belong together forever. @ London, United Kingdom https://t.co/rUWl5DZg2w
2018-02-05 12:04:30,@CityPoliceDogs Good boy (and I think youre rather handsome)!
2018-02-05 12:04:32,Happy All  https://t.co/aRtzFLVTZ7
2018-02-05 12:04:31,More dress shopping yay or nay guys https://t.co/S29CMQ8X3Y
2018-02-05 12:04:32,@Leyt151 @Dan1lincoln Yea are you aware its Monday
2018-02-05 12:04:34,@laceydearie Eek. I hope you feel better soon. Ring the doctors? 111? 999? This cant be normal.
2018-02-05 12:04:36,@ASOS_HeretoHelp I still havnt received my refund and your website still is playing up in the "Account section"
2018-02-05 12:04:41,Now this is how you kick off the first Monday of February... With a award https://t.co/DaQFE9IhX0
2018-02-05 12:04:41,Will you cycle clothes designers take note. Women like more than just pink clothes.
2018-02-05 12:04:41,with our latest contest! Specialty coffee beans, handmade coffee chocolate and espresso spread make https://t.co/r1OtEJCHxl
2018-02-05 12:04:42,Now, I close my eyes and I picture myself lifting the Premier League trophy at our new stadium with my mates.  https://t.co/HfjnXW4SCT
2018-02-05 12:04:42,Glossier back on their BS, dropping stuff I literally scramble to buy. GIVE ME IT I NEED IT NOW PLS. https://t.co/X4MS5UvkHm
2018-02-05 12:04:43,update: Im going to the fucking gym today, thats right bitches! Ive never been so damn happy in my life 
2018-02-05 12:04:44,@Itsonlyyazzie @Salute___Perrie See you both there 
2018-02-05 12:04:45,@EllieCDavies_ I don't even know you anymore
2018-02-05 12:04:49,Client Volvo CE celebrates Intermat Innovation Award win https://t.co/KVAnhwlwdk
2018-02-05 12:04:50,Almost there... @ Westfield Stratford City https://t.co/vnbChhN8bz
2018-02-05 12:04:50,NEW SHOTS - https://t.co/HJ3CPmnwhl
2018-02-05 12:04:51,Our entry in the V&amp;A International Design Awards wasn't a winner but we are pursuing the design as part of our rese https://t.co/jQOVjkL8Qj
2018-02-05 12:04:55,Still remember when 2 people in our sixth form at Brooke shagged in the lecture theatre ahahahahah
2018-02-05 12:05:00,@tombennett71 A big and expensive if unfortunately
2018-02-05 12:05:01,Good to talk to ourgaze london_only in an interesting interview about  https://t.co/jGUg88KBjM
2018-02-05 12:05:06,@RyanJL I mean EESH. I was looking forward to it as well, I like the Cloverfield franchise and the cast is A+++
2018-02-05 12:05:08,Feels like Britain needs a good lie down. Am certain they suffer from not having a proper holiday throughout Januar https://t.co/JdY0jTIYaI
2018-02-05 12:05:07,Cheeky browse of Neil Martinsons Another Time, Another Place - Hackney in 70s + 80s https://t.co/a7pVaRbYJz
2018-02-05 12:05:10,@scotttrotman1 Can U PLEASE advise from whence cometh that magnificent Fulham cake?
2018-02-05 12:05:12,@sturdyAlex Tory government statements about what (so it is claimed) the people voted for have nothing to do with r https://t.co/RBfsj3T3vd
2018-02-05 12:05:16,@e__myung No worries lovely gladly I can do this 
2018-02-05 12:05:21,Our beautiful bride Hannah who got married last Saturday. Hair by K-Team @KasiaFortunaHi &amp; by https://t.co/FzNpdtIKSO
2018-02-05 12:05:22,best house mate  https://t.co/f1cSLdJTpa
2018-02-05 12:05:22,field day festival line up is a mad one
2018-02-05 12:05:24,@Mooro1976 @itstricky77 @burlos1 @PaulKeeping8 @afcstu1978 @KeepingBip Yes thanks. You?
2018-02-05 12:05:32,@MrsMeadowsweet @Maomentum_ I agree. Pants are neoliberal fripperies.
2018-02-05 12:05:33,@spectatorindex Dont come back
2018-02-05 12:05:33,@PaulHackett10 calls for big increase in grant for a major programme of rented housing @JohnHealey_MP  more afforda https://t.co/OgKNW57YLs
2018-02-05 12:05:40,Blue Reflective Surface, @metafrantic is now trending in   https://t.co/M72kosx1kA https://t.co/laTEprDAVj
2018-02-05 12:05:40,Sheep in snow.    https://t.co/Mmk0Gsn3cY
2018-02-05 12:05:42,@darrianJR @marcosalonso03 Its yours
2018-02-05 12:05:41,Sexy Jake &amp; Nick ...  Click Link Below... https://t.co/3bN2KhfBvh https://t.co/ve7wkMqOQA
2018-02-05 12:05:43,@lauren101xx I felt sorry for Alicia Xx
2018-02-05 12:05:43,@Femail She looked much better pre Botox..
2018-02-05 12:05:46,@MatthewSmith3o3 Happy birthday Matt! Shall we blow your candle now?
2018-02-05 12:05:46,Every @NHSGradScheme Health Informatics 2017 trainee after handing in our @uclstudyhi EHR assignment today. https://t.co/CwHu7XoHj8
2018-02-05 12:05:48,F/T Night Replenishment Team Member - JD Sports - Bluewater, Kent - https://t.co/nZBxRbp8zW
2018-02-05 12:05:49,@lufthansa Why second hand livery? Ex @ThaiAirways, Ex @Virgin, @BrusselsAirlines without baubles 
2018-02-05 12:05:51,@amziie07 your header photo 
2018-02-05 12:05:51,@greenrosielife Theres more on the way here too! 
2018-02-05 12:05:52,@violetverigo Ran out of web juice 
2018-02-05 12:05:55,As we speak, Turkish and its Jihadis attacking Jindires village in Afrin district with Howitzers. Tanks
2018-02-05 12:05:58,Never underestimate the power of doing simple things extraordinarily well. This simple red bowl https://t.co/LIZLvfKlk8
2018-02-05 12:05:59,(In)sanity check! (@ Springfield University Hospital - @swlstg in Tooting, Greater London) https://t.co/G1pahmFddq
2018-02-05 12:06:00,@ArthurJEdwards It's a sparrowhawk!
2018-02-05 12:06:00,We do have some fantastic games in the premier league, thanks @SpursOfficial for that great effort against @LFC.  B https://t.co/2Fm4GAs17Z
2018-02-05 12:06:03,Hire our private basement bar!  Email us putney@tequilamock.com for more info!   https://t.co/kYubX3pOsr
2018-02-05 12:06:06,Always be calculating your next move.  @ Canary Wharf London City https://t.co/4OlwMz1sa0
2018-02-05 12:06:08,I'm at @Waitrose in Kingston Upon Thames, Greater London https://t.co/BG1m64jkJr
2018-02-05 12:06:08,@ianuk06 Didnt get any. If it goes again and settles I will
2018-02-05 12:06:09,Puts you on spot there Angus  I think you should.. https://t.co/VeYvFjV5Lu
2018-02-05 12:06:09,coming soon! @ London, United Kingdom https://t.co/ytOem3y5jn
2018-02-05 12:06:12,Well a year later make it 6 of the last 8 !! https://t.co/S1PBjBwGql
2018-02-05 12:06:13,I've to run a campaign to effect change at a football club. Donate on @justgiving and help raise 2000 https://t.co/ZZ4VUfCua4
2018-02-05 12:06:14,@BarbicanCentre @The_RHS thats awesome news !
2018-02-05 12:06:15,Enjoying the sun  @ Baffins Pond https://t.co/q8oj41Mpws
2018-02-05 12:06:16,You can say that the strawberries are architecturally balanced.... https://t.co/oF9Rp1Fg5T
2018-02-05 12:06:16,Important information enclosed for you millenials https://t.co/he4Mj7Dbkh
2018-02-05 12:06:20,So u no compare am to rafinha and Gomes ?? Because of 89m? https://t.co/2DrCyWOIu4
2018-02-05 12:06:21,When youre not wearing makeup and people ask if youre sick/tired 
2018-02-05 12:06:24,@lilyobriens I love these chocolates! @ErikakellyErika 
2018-02-05 12:06:30,Playing very loud house music the morning after the Super Bowl when Ive got a day off to recover is not much appre https://t.co/8HLUMojsMl
2018-02-05 12:06:32,@VodkaGothBitch I don't like them 
2018-02-05 12:06:32,@n_a_m19 Fishy? That's putting it mildly lol
2018-02-05 12:06:36,raising awareness of this condition, bust the myths &amp; learn how to protect your hearing &amp; live with t https://t.co/AfoRiWbITz
2018-02-05 12:06:36,Really happy to be working back @uniofsurrey  Stretch tents creating a cosy vibe for their pop https://t.co/FgKQArBium
2018-02-05 12:06:38,@JoGoodwin87 @SeanHayes @PureMadeforYou @DeliciouslyElla I am literally about to go and get my boss's lunch from th https://t.co/b4ZwMdmAuz
2018-02-05 12:06:38,London, Manchester, Birmingham: 30% off on language courses The best way to learn another https://t.co/cGVgcPFJrF
2018-02-05 12:06:39,And it starts! Good luck @shinystaffnurse   https://t.co/EUxewklDmf
2018-02-05 12:06:42,@rickygervais Kittens don't fuck Cats springs to mind 
2018-02-05 12:06:43,SO MUCH FUN! Been playing around with the @kristenxleanne x @urbandecay palette and Im in LOVE! https://t.co/OniTsnQT4J
2018-02-05 12:06:45,Follow @realwesthamfans
2018-02-05 12:06:46,@NiceGuyKenny @USChelseaXXfan @westlondchelsea Three moulded panels. LIVE https://t.co/FZBIyekltl
2018-02-05 12:06:48,New .@LondonSkolarsRL 2018 signing (usual drum roll ) .@neilthorman https://t.co/TsUAqT6eSg  . https://t.co/A2lg7qoQyi
2018-02-05 12:06:52,Are you Nutelling everyone? Today it's  ! Retweet if you can't having breakfast without  https://t.co/vkjx839wvb
2018-02-05 12:06:58,Its the coolest collaboration of the moment ! @BarbicanCentre x @The_RHS  https://t.co/lK8HXd4QVh
2018-02-05 12:07:04,@GrahamRoberts4 @JimWhite @HKane @ErikLamela What do you expect Dannys a Liverpool fan
